1.689432408999847812e+00,4.242489644952360806e+00,-2.559005087615972562e-01,-4.534862183311889200e-02,-1.391322756206021527e-01,-1.145467124908152029e-01,-3.600878046328643278e-01,2.850420322145401086e-01,-4.851913270870188144e-02,4.164067290772097141e-02
1.696750512660519128e+00,4.250964332723621730e+00,-1.951893590474863549e-01,1.563397857004883429e-01,2.297387421732706436e-02,-8.965659623074523354e-02,-3.242827549197377368e-01,-2.789818487039787305e-03,1.151435051766839107e-01,8.604221885262303138e-03
1.685673473276011691e+00,4.260680861386365592e+00,-1.798228437166450588e-01,1.451377564116479169e-01,-9.416054496683130479e-03,-7.556355372448307628e-02,-3.978040258620762493e-01,5.772460089570103509e-02,2.317290619745403582e-02,3.243033356873711165e-02
1.711945942224915695e+00,4.287914483867714566e+00,-2.474229728537593320e-01,2.778009440423541768e-02,-1.280655811446568260e-01,-9.368799688722947994e-02,-2.472939786297704834e-01,1.652904537172187327e-01,3.930901699399589472e-02,1.794308588384908865e-01
1.704324113547714292e+00,4.255674528564557413e+00,-1.089448530331180720e-01,8.493143686296807104e-02,1.845241202520037649e-01,-1.514123099267036462e-02,-2.650517564265350012e-01,3.110202106939901068e-01,5.067471548971112100e-02,1.455087222656157309e-01
1.678377147785975909e+00,4.252639408447985936e+00,-2.015589818795085197e-01,1.302179442791506769e-01,-2.628986537616992067e-02,-1.653509094026208992e-01,-3.973859921621222258e-01,4.365500353061935179e-02,2.564761586593770210e-02,5.961726335242865243e-02
1.717471767426418605e+00,4.177528659156572566e+00,-2.785151710669345748e-01,-1.014113833816044502e-01,-4.002608087651978730e-01,2.238668478983242005e-01,-1.253693968380722168e-01,3.092001500341232112e-02,-7.151402095988952656e-02,1.969902426381735239e-01
1.722499024698340930e+00,4.172946877223171924e+00,-1.850700082676669245e-01,1.208306846845086380e-01,-1.132618461201685689e-02,-3.516419010679300849e-01,-3.078139192586732964e-01,-8.026303560568751050e-02,8.937821340685914162e-02,3.786497140958284269e-01
1.663879423699254012e+00,4.239039941130562816e+00,-2.232000833128215400e-01,1.067049728632185057e-01,-1.141736761998398547e-01,-1.489846072310237884e-02,-3.628728397769083736e-01,3.874343767187016924e-02,3.225066098974034567e-02,1.224455486319315500e-01
1.681629235020941415e+00,4.252431133163597998e+00,-2.423867837296387606e-01,1.712557298008130779e-01,-1.366221040039864928e-02,-1.097510357489130117e-01,-3.408669919934216308e-01,1.272635031592127264e-01,1.853718900770316980e-01,1.323202741633364501e-02
